,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,BMA,C&M,CEL,CMKA,ICON,IONE,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.38,0,99.73,99.49,99.65,99.73,0,100.2,,99.65
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.26,0,99.8,99.49,99.7,99.73,0,100.22,,99.68
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.89,0,99.95,99.34,99.9,99.87,0,100.61,,99.77
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.61,0,99.85,99.15,99.8,99.84,0,100.82,,99.66
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.62,0,99.75,99.12,99.65,99.68,0,100.53,,99.55
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.53,0,99.7,98.81,99.6,99.66,0,100.53,,99.44
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.48,0,99.6,98.62,99.5,99.51,0,100.25,,99.31
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.37,0,99.64,98.61,99.5,99.67,0,100.43,,99.36
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.51,0,99.77,98.75,99.7,99.68,0,100.78,,99.48
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,99.53,0,100,98.91,100,99.98,0,100.44,,99.88
PIB-FRB-11,18-Jun-20,18-Jun-30,Half-Yearly,99.6,0,100.72,100.73,100.8,100.77,0,101,,100.76
PIB-FRB-12,22-Oct-20,22-Oct-25,Quarterly,99.88,0,99.97,99.95,99.95,99.95,0,97.47,,99.93
PIB-FRB-13,22-Oct-20,22-Oct-30,Quarterly,97.29,0,97.63,97.29,97.65,97.67,0,99.96,,97.56
PIB-FRB-14,6-May-21,6-May-26,Half-Yearly,100.11,0,100.17,100.18,100.21,100.17,0,100.13,,100.16
PIB-FRB-15,8-Sep-22,8-Sep-25,Quarterly,99.99,0,100,100,100,100,0,100,,100
PIB-FRB-16,4-Nov-21,4-Nov-31,Half-Yearly,97,0,97.35,97.46,97.41,97.22,0,97.62,,97.36
PIB-FRB-17,17-Nov-22,17-Nov-27,Half-Yearly,99.09,0,99.37,99.18,99.47,99.38,0,99.76,,99.35
PIB-FRB-18,9-Feb-23,9-Feb-26,Quarterly,99.97,0,99.98,99.95,99.94,99.95,0,99.95,,99.96
PIB-FRB-19,6-Apr-23,6-Apr-28,Half-Yearly,99.08,0,99.15,99.06,99.15,99.12,0,99.17,,99.13
PIB-FRB-20,10-Aug-23,10-Aug-28,Half-Yearly,98.88,0,98.84,98.43,98.76,98.76,0,98.89,,98.81
PIB-FRB-21,21-Sep-23,21-Sep-25,Quarterly,99.98,0,99.97,99.96,99.94,99.94,0,99.99,,99.96
PIB-FRB-22,21-Sep-23,21-Sep-26,Quarterly,99.38,0,99.7,99.84,99.79,99.68,0,99.69,,99.72
PIB-FRB-23,21-Sep-23,21-Sep-28,Half-Yearly,98.76,0,98.75,98.69,98.75,98.71,0,98.65,,98.73
