,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.18,98.1,98.13,98,97.99,98.1,98.15,98.05,,98.09
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.17,98.05,98.11,98,97.91,98.05,98.14,98.05,,98.07
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,98.25,98.34,98.63,98.62,98.25,,98.5
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.19,98.2,98.59,98.2,98.21,98.2,98.56,98.21,,98.26
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.54,98.42,98.5,98.25,98.17,98.42,98.53,98.39,,98.42
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.41,98.39,98.47,98.25,98.26,98.39,98.51,98.35,,98.38
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.24,98.21,98.44,98.2,98.29,98.21,98.46,98.34,,98.29
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.3,98.3,98.57,98.2,98.44,98.3,98.78,98.2,,98.35
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,98.2,98.29,98.32,98.63,98.25,,98.37
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.48,98.55,98.64,98.2,98.24,98.55,98.61,98.39,,98.47
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,100.33,100.18,100.15,100.23,100.33,100.2,100.11,,100.2
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.76,100.04,99.88,100.11,99.73,100.04,99.91,100.04,,99.95
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.99,98.71,98.39,99.53,99.16,98.71,98.41,98.71,,98.78
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.91,95.71,94.95,96.18,95.8,95.71,94.93,95.59,,95.45
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.34,99.4,99.31,99.32,99.4,99.4,99.34,99.35,,99.36
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.82,99.94,99.84,99.84,99.86,99.94,99.87,99.72,,99.86
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.5,99.65,99.18,99.61,99.5,99.65,99.21,99.45,,99.49
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.33,95.49,96.77,95.63,95.49,95.49,96.74,95.49,,95.72
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.9,98.42,98.32,98,98.22,98.42,98.35,97.85,,98.2
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.63,99.56,99.52,99.58,99.62,99.56,99.55,99.45,,99.57
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.81,98.86,98.73,98.98,99.03,98.86,98.7,98.91,,98.86
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.47,99.34,99.35,99.4,99.39,99.34,99.32,99.29,,99.36
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.24,97.23,97.21,97.24,97.19,97.23,97.24,97.18,,97.22
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.56,97.81,97.43,98.2,97.89,97.81,97.46,96.78,,97.66
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.74,98.8,98.79,98.78,98.74,98.83,98.75,,98.77
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.18,98.3,99.02,98.63,99.18,98.34,98.93,,98.73
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.02,97.88,97.75,98.02,98.02,97.88,97.72,97.97,,97.92
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.4,98.45,98.98,98.56,98.4,98.47,98.38,,98.44
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,96.8,96.65,96.8,96.8,97.18,96.65,96.78,96.81,,96.77
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.48,94.74,97.35,97.6,97.88,94.74,97.37,97.45,,97
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.74,95.12,95.09,95.31,95.12,95.12,95.11,94.74,,95.05
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.9,97.92,97.93,97.93,97.93,97.92,97.96,97.79,,97.92
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.72,95.76,95.17,95.57,95.17,95.76,95.19,95.64,,95.51
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.51,96.44,96.51,96.51,96.51,96.44,96.53,96.29,,96.49
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.49,93.63,95.15,93.63,93.4,93.63,95.18,95.14,,94.11
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.56,97.56,97.56,97.55,97.85,97.56,97.58,97.69,,97.59
