,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,0,98.1,98.13,97.75,97.9,0,98.1,98.09,,98.01
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,0,98.05,98.11,97.75,97.86,0,98.05,98.11,,97.99
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,0,98.63,98.65,98.05,98.31,0,98.35,98.37,,98.39
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,0,98.2,98.59,98.1,98.11,0,98.2,98.22,,98.24
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,0,98.42,98.5,98.35,98.11,0,98.3,98.25,,98.32
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,0,98.39,98.47,98.1,98.03,0,94.45,98.47,,97.65
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,0,98.21,98.44,98.1,98.02,0,98.15,98.21,,98.19
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,0,98.3,98.57,98.15,98.04,0,98.17,98.17,,98.23
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,0,98.32,98.6,98.15,98.11,0,98.3,98.29,,98.3
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,0,98.55,98.64,98.15,98.05,0,98.2,98.34,,98.32
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,0,100.11,100.18,100.15,100.26,0,100.15,100.15,,100.17
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,0,98.74,98.48,98.74,98.7,0,98.55,98.5,,98.62
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,0,98.71,98.39,99.11,98.97,0,98.4,98.39,,98.66
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,0,95.71,94.95,95,95.3,0,94.95,94.97,,95.15
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,0,98.81,98.8,98.94,98.94,0,98.96,98.92,,98.9
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,0,99.94,99.94,99.94,99.94,0,99.93,99.93,,99.94
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,0,99.52,99.5,99.56,99.57,0,99.5,99.57,,99.54
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,0,99.1,99.18,99.14,99.11,0,99.18,99.21,,99.15
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,0,99.99,99.97,99.88,99.99,0,99.95,99.95,,99.96
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,0,95.47,95.5,95.47,95.47,0,95.47,95.49,,95.48
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,0,97.56,97.55,97.55,97.55,0,97.52,97.53,,97.54
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,0,99.48,99.39,99.22,99.38,0,99.3,99.34,,99.35
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,0,98.76,98.73,98.73,98.76,0,98.75,98.71,,98.74
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,0,99.31,99.19,99.03,99.11,0,99.15,99.17,,99.16
PIB-FRB-25,6-Apr-23,6-Apr-28,Half-Yearly,0,96.96,96.95,96.95,96.98,0,96.9,96.95,,96.95
PIB-FRB-26,10-Aug-23,10-Aug-28,Half-Yearly,0,97.29,97.3,97.38,97.3,0,97.35,97.29,,97.32
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,0,98.84,98.8,98.41,98.6,0,98.75,98.75,,98.69
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,0,98.36,98.3,98.55,98.22,0,98.3,98.29,,98.34
PIB-FRB-29,21-Sep-23,21-Sep-28,Half-Yearly,0,96.71,96.92,96.82,96.8,0,96.65,96.71,,96.77
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,0,98.29,98.45,98.31,98.42,0,98.28,98.33,,98.35
PIB-FRB-31,19-Oct-23,19-Oct-28,Half-Yearly,0,96.66,96.65,96.73,96.65,0,96.75,96.67,,96.69
PIB-FRB-32,14-Dec-23,14-Dec-28,Half-Yearly,0,97,96.92,97.14,97.01,0,96.87,96.88,,96.97
PIB-FRB-33,14-Dec-23,14-Dec-33,Half-Yearly,0,94.9,94.85,94.71,94.39,0,94.9,94.54,,94.72
PIB-FRB-34,7-Feb-24,7-Feb-29,Half-Yearly,0,97.1,97.1,97.24,97.1,0,97.15,97.1,,97.13
PIB-FRB-35,7-Feb-24,7-Feb-34,Half-Yearly,0,94.79,95.08,96.5,94.41,0,94.8,94.8,,95.06
PIB-FRB-36,18-Apr-24,18-Apr-29,Half-Yearly,0,96.48,96.5,96.55,96.45,0,96.5,96.52,,96.5
PIB-FRB-37,18-Apr-24,18-Apr-34,Half-Yearly,0,94.88,94.85,94.83,94.66,0,95.04,95.01,,94.88
PIB-FRB-38,27-Jun-24,27-Jun-29,Half-Yearly,0,96.97,96.94,96.94,97,0,96.93,96.93,,96.95
