,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.12,98.1,98.13,98,98.05,98.05,98.1,98.18,,98.09
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.14,98.05,98.11,98,97.99,98,98.1,98.23,,98.07
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,98.25,98.48,99.38,98.45,98.63,,98.57
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.21,98.2,98.59,98.2,98.36,99.49,98.28,98.59,,98.37
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.59,98.42,98.5,98.25,98.34,98.14,98.35,98.53,,98.40
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.39,98.39,98.47,98.25,98.42,98.16,98.4,98.52,,98.39
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.19,98.21,98.44,98.2,98.33,98.24,98.25,98.33,,98.26
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.27,98.3,98.57,98.2,98.42,98.15,98.25,98.45,,98.32
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,98.2,98.43,98.15,98.35,98.59,,98.38
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.51,98.55,98.64,100.15,98.41,99.62,98.42,98.63,,98.73
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.14,100.11,100.18,100.2,100.23,100.2,100.15,100.2,,100.18
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.74,100.03,100.04,99.13,99.71,99.8,99.71,99.89,,99.81
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.93,98.71,98.39,95,99.04,98.34,98.3,98.71,,98.56
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.42,95.71,94.95,99.39,95.42,94.94,95.1,95.45,,95.34
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.39,99.36,99.38,99.94,99.33,99.38,99.41,99.39,,99.39
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.96,100,99.98,99.74,99.98,99.97,99.98,100,,99.98
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.55,99.77,99.62,99.56,99.65,99.64,99.64,99.75,,99.64
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,99.39,99.51,99.18,96.42,99.34,99.38,99.4,99.51,,99.37
PIB-FRB-19,4-Nov-21,4-Nov-31,Half-Yearly,96.77,96.6,96.24,97.55,96.26,96.59,96.42,96.59,,96.54
PIB-FRB-20,17-Nov-22,17-Nov-27,Half-Yearly,97.82,98.25,98.14,99.22,98.14,98.25,98.25,98.13,,98.19
PIB-FRB-21,9-Feb-23,9-Feb-25,Quarterly,99.54,99.43,99.52,99.38,99.46,99.48,99.4,99.55,,99.47
PIB-FRB-22,9-Feb-23,9-Feb-26,Quarterly,98.74,99.03,98.73,99.3,98.86,99.03,98.8,99.49,,98.96
PIB-FRB-23,6-Apr-23,6-Apr-25,Quarterly,99.4,99.22,99.35,97.76,99.21,99.3,99.2,99.39,,99.28
PIB-FRB-24,6-Apr-23,6-Apr-28,Half-Yearly,97.73,97.74,97.49,97.68,97.52,97.73,97.66,97.61,,97.66
PIB-FRB-25,10-Aug-23,10-Aug-28,Half-Yearly,97.55,97.55,97.42,98.41,97.55,97.81,97.94,97.81,,97.70
PIB-FRB-26,21-Sep-23,21-Sep-25,Quarterly,98.75,98.77,98.8,98.77,98.68,98.76,98.8,98.91,,98.78
PIB-FRB-27,21-Sep-23,21-Sep-26,Quarterly,98.2,98.4,98.3,97.77,98.36,98.76,98.35,98.75,,98.39
PIB-FRB-28,21-Sep-23,21-Sep-28,Half-Yearly,97.85,98.03,97.71,98.5,97.76,98.03,97.94,97.89,,97.92
PIB-FRB-29,19-Oct-23,19-Oct-26,Quarterly,98.28,98.34,98.45,97.35,98.47,98.49,98.4,98.49,,98.41
PIB-FRB-30,19-Oct-23,19-Oct-28,Half-Yearly,97.26,97.36,97.32,97.35,97.33,97.48,97.48,97.41,,97.38
PIB-FRB-31,14-Dec-23,14-Dec-28,Half-Yearly,97.43,97.83,97.16,97.83,97.17,97.83,97.83,97.83,,97.65
PIB-FRB-32,14-Dec-23,14-Dec-33,Half-Yearly,94.71,95.28,94.85,94.89,94.9,95.47,94.8,95.27,,95.00
PIB-FRB-33,7-Feb-24,7-Feb-29,Half-Yearly,97.32,97.37,97.24,97.51,97.29,97.79,97.78,97.51,,97.46
PIB-FRB-34,7-Feb-24,7-Feb-34,Half-Yearly,95.73,95.15,95.08,94.79,94.78,95.37,94.8,95.21,,95.07
PIB-FRB-35,18-Apr-24,18-Apr-29,Half-Yearly,97.17,97.17,97.1,97.17,97.09,97.3,97.22,97.35,,97.19
PIB-FRB-36,18-Apr-24,18-Apr-34,Half-Yearly,95.49,95.49,94.85,95.38,95.3,95.67,95.37,96.11,,95.45
PIB-FRB-37,27-Jun-24,27-Jun-29,Half-Yearly,97.7,97.7,97.53,97.67,97.3,97.82,97.67,97.67,,97.66
PIB-FRB-38,5-Sep-24,5-Sep-29,Half-Yearly,97.44,97.59,97.59,97.01,97.13,97.74,97.3,97.65,,97.45
PIB-FRB-39,5-Sep-24,5-Sep-34,Half-Yearly,94.45,94.65,94.26,94.46,94.45,95.17,94.4,95.13,,94.59
