,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.1,98.17,97.87,97.75,0,98.05,98.05,98.08,,98.03
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98,98.08,97.86,97.75,0,98.02,98,98.07,,97.99
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.3,98.52,98.43,98.05,0,98.29,98.4,98.35,,98.35
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.18,98.35,98.1,0,98.29,98.12,98.18,,98.19
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.15,98.13,98.42,98.35,0,98.14,98.2,98.18,,98.20
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.5,98.76,98.77,98.1,0,98.16,98.6,98.45,,98.49
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.1,98.21,98.21,98.1,0,98.24,98.15,98.21,,98.18
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.15,98.25,98.36,98.15,0,98.15,98.3,98.21,,98.21
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.4,98.22,98.38,98.15,0,98.15,98.28,98.22,,98.25
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.1,98.18,98.42,98.15,0,98.05,98.2,98.18,,98.16
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,99.85,99.91,99.89,99.85,0,99.9,99.88,99.85,,99.87
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,98.2,97.83,98.38,98.55,0,98.21,98.25,98.37,,98.28
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.2,98.54,98.39,98.35,0,98.34,98.39,98.39,,98.37
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.9,95.33,94.6,95,0,94.94,95.1,94.95,,94.98
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,98.4,98.67,98.65,98.56,0,98.53,98.55,98.53,,98.56
PIB-FRB-16,7-Oct-21,7-Oct-24,Quarterly,99.66,99.67,99.65,99.64,0,99.66,99.67,99.63,,99.66
PIB-FRB-17,7-Apr-22,7-Apr-25,Quarterly,99.1,99.12,99.14,99.11,0,99.11,99.12,99.11,,99.11
PIB-FRB-18,8-Sep-22,8-Sep-25,Quarterly,98.7,98.67,98.82,98.74,0,98.66,98.82,98.73,,98.73
PIB-FRB-19,8-Sep-22,8-Sep-24,Quarterly,99.58,99.56,99.6,99.54,0,99.56,99.56,99.59,,99.57
PIB-FRB-20,4-Nov-21,4-Nov-31,Half-Yearly,95.4,95.34,95.38,95.45,0,95.38,95.34,95.32,,95.37
PIB-FRB-21,17-Nov-22,17-Nov-27,Half-Yearly,97.15,97.27,97.19,97.35,0,97.38,97.28,97.19,,97.26
PIB-FRB-22,9-Feb-23,9-Feb-25,Quarterly,99.11,99.12,99.02,99.1,0,98.99,99.1,99.08,,99.08
PIB-FRB-23,9-Feb-23,9-Feb-26,Quarterly,98.39,98.34,98.52,98.52,0,98.4,98.5,98.33,,98.43
PIB-FRB-24,6-Apr-23,6-Apr-25,Quarterly,98.95,98.87,98.81,98.83,0,98.78,98.89,98.8,,98.84
PIB-FRB-25,6-Apr-23,6-Apr-28,Semiannually,97,96.97,96.97,96.9,0,96.9,97,97,,96.97
PIB-FRB-26,10-Aug-23,10-Aug-28,Semiannually,96.35,96.3,96.41,96.42,0,96.35,96.4,96.29,,96.36
PIB-FRB-27,21-Sep-23,21-Sep-25,Quarterly,98.4,98.47,98.3,98.46,0,98.23,98.46,98.3,,98.38
PIB-FRB-28,21-Sep-23,21-Sep-26,Quarterly,98.05,97.89,98.01,98.06,0,97.95,98.02,97.9,,97.99
PIB-FRB-29,21-Sep-23,21-Sep-28,Semiannually,96.25,96.22,96.36,96.36,0,96.28,96.36,96.23,,96.30
PIB-FRB-30,19-Oct-23,19-Oct-26,Quarterly,98,97.82,97.97,98.13,0,97.9,97.97,97.92,,97.95
PIB-FRB-31,19-Oct-23,19-Oct-28,Semiannually,96.75,96.79,96.79,96.79,0,96.79,96.8,96.79,,96.79
PIB-FRB-32,14-Dec-23,14-Dec-28,Semiannually,96.35,96.56,96.61,96.41,0,96.45,96.04,96.33,,96.42
PIB-FRB-33,14-Dec-23,14-Dec-33,Semiannually,94.5,94.62,95,94.6,0,95.16,94.6,94.73,,94.71
PIB-FRB-34,7-Feb-24,7-Feb-29,Semiannually,96.2,95.91,96.03,96.04,0,96.05,96.04,95.96,,96.02
PIB-FRB-35,7-Feb-24,7-Feb-34,Semiannually,94.45,94.33,94.14,94.32,0,94.25,94.33,94.25,,94.30
PIB-FRB-36,18-Apr-24,18-Apr-29,Semiannually,96.7,96.52,96.64,96.53,0,96.52,96.58,96.55,,96.56
PIB-FRB-37,18-Apr-24,18-Apr-34,Semiannually,94.5,94.64,94.83,94.84,0,94.82,94.82,94.65,,94.75
