,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.17,98.64,98.65,98.65,99.17,98.05,98.65,98.65,,98.74
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.16,98.6,98.65,98.65,99.16,98,98.6,98.65,,98.72
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.62,99.26,98.38,99.05,100.27,99.38,98.6,98.63,,98.92
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.7,99.05,98.5,98.75,100.27,99.49,98.65,98.55,,98.87
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.67,99.03,98.17,98.5,100.23,98.14,98.5,98.57,,98.57
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.45,98.7,98.4,98.45,100.25,98.16,98.4,98.41,,98.47
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.07,98.21,98.21,98.2,100.26,98.24,98.21,98.21,,98.21
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.24,99.22,98.5,98.43,100.29,98.15,98.4,98.51,,98.55
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.39,98.32,98.32,98.35,100.99,98.15,98.32,98.35,,98.34
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.71,98.55,98.55,98.7,100.28,99.62,98.55,98.57,,98.78
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.2,100.3,100.35,100.3,100.03,100.3,100.3,100.33,,100.29
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.96,100.04,99.96,100,100.53,100,100.02,99.99,,100
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.45,99.62,99.2,99.5,99.36,99.55,99.55,99.64,,99.51
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.64,95.66,95.66,95.4,94.83,94.94,95.5,95.1,,95.24
