,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.14,98.1,98.13,98,98.07,98.05,98.1,97.6,,98.08
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.15,98.05,98.11,98,98,98,98.05,97.65,,98.04
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,98.63,98.65,98.25,98.47,99.38,98.5,98.05,,98.51
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,98.2,98.59,98.2,98.36,99.49,98.25,98.01,,98.3
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.57,98.42,98.5,98.25,98.33,98.14,98.4,97.95,,98.34
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.59,98.39,98.47,98.25,98.45,98.16,98.3,97.94,,98.34
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.2,98.21,98.44,98.2,98.34,98.24,98.22,97.75,,98.24
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.28,98.3,98.57,98.2,98.42,98.15,98.25,97.87,,98.27
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,98.32,98.6,98.2,98.43,98.15,98.3,98.01,,98.3
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.5,98.55,98.64,98.2,98.4,99.62,98.55,98.05,,98.47
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,100.11,100.18,100.15,100.23,100.2,101.15,99.62,,100.17
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.75,100.04,99.88,100.11,99.72,99.82,99.95,99.31,,99.86
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.96,98.71,98.39,99.13,99.11,98.34,98.4,98.35,,98.65
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.44,95.71,94.95,95,95.77,94.94,95,94.87,,95.17
