Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.33,0.00
PIBFR10YQ2033-12-14,93.14,-0.23
PIBFR10YS2028-05-31,98.82,0.18
PIBFR10YS2028-06-28,98.80,0.19
PIBFR10YS2028-08-09,99.01,-0.15
PIBFR10YS2029-02-21,98.89,-0.23
PIBFR10YS2029-03-21,98.70,-0.06
PIBFR10YS2029-04-18,98.55,-0.18
PIBFR10YS2029-05-30,98.27,-0.29
PIBFR10YS2029-06-27,98.56,-0.27
PIBFR10YS2029-07-25,98.40,-0.34
PIBFR10YS2029-08-22,98.83,-0.21
PIBFR10YS2030-06-18,100.00,-0.09
PIBFR10YS2031-11-04,95.21,0.11
PIBFR10YS2034-02-07,93.46,-0.34
PIBFR10YS2034-04-18,93.56,0.05
PIBFR10YS2034-09-05,94.42,0.03
PIBFR10YS2034-10-03,93.75,0.09
PIBFR10YS2034-11-14,93.20,-0.05
PIBFR10YS2034-12-12,93.01,0.16
PIBFR10YS2035-01-09,92.89,0.00
PIBFR2YQ2025-04-06,99.90,0.37
PIBFR2YQ2025-09-21,99.54,0.01
PIBFR2YS2026-10-03,99.74,0.00
PIBFR2YS2027-01-09,99.98,-0.03
PIBFR3YQ2025-04-07,99.96,0.00
PIBFR3YQ2025-09-08,99.82,0.00
PIBFR3YQ2026-02-09,99.55,-0.01
PIBFR3YQ2026-09-21,99.00,0.00
PIBFR3YQ2026-10-19,99.05,-0.01
PIBFR3YQ2027-02-07,98.77,0.05
PIBFR5YQ2025-10-22,99.58,0.12
PIBFR5YS2025-06-18,100.25,-0.01
PIBFR5YS2026-05-06,99.76,-0.02
PIBFR5YS2027-11-17,98.72,-0.03
PIBFR5YS2028-04-06,97.76,-0.01
PIBFR5YS2028-08-10,97.41,-0.02
PIBFR5YS2028-09-21,97.61,0.02
PIBFR5YS2028-10-19,97.43,0.01
PIBFR5YS2028-12-14,97.38,0.04
PIBFR5YS2029-02-07,97.04,0.04
PIBFR5YS2029-04-18,97.06,-0.01
PIBFR5YS2029-06-27,97.07,0.03
PIBFR5YS2029-09-05,97.12,0.00
PIBFR5YS2029-10-03,97.08,0.04
PIBFR5YS2029-11-14,97.22,0.09
PIBFR5YS2029-12-12,96.90,-0.01
PIBFR5YS2030-01-09,96.76,-0.01
