,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,98.14,0,98.13,98,98.07,98.05,98.1,98.05,,98.08
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,98.15,0,98.11,98,98.01,98,98,98.05,,98.03
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.55,0,98.65,98.25,98.47,99.38,98.4,98.25,,98.46
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.2,0,98.59,98.2,98.36,99.49,98.2,98.01,,98.31
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.57,0,98.5,98.25,98.33,98.14,98.3,98.14,,98.3
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.59,0,98.47,98.25,98.46,98.16,98.35,98.15,,98.34
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.21,0,98.44,98.2,98.34,98.24,98.22,98.34,,98.27
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.28,0,98.57,98.2,98.42,98.15,98.25,98.2,,98.27
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.41,0,98.6,98.2,98.43,98.15,98.25,98.2,,98.3
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.49,0,98.64,98.2,98.4,99.62,98.5,98.2,,98.45
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.13,0,100.18,100.15,100.23,100.2,101.15,100.11,,100.18
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.75,0,99.88,100.11,99.72,99.82,99.98,100.04,,99.89
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,98.96,0,98.39,99.13,99.12,98.34,98.4,98.35,,98.64
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,95.44,0,94.95,95,95.77,94.94,95.4,94.87,,95.15
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.41,0,99.41,99.41,99.48,99.35,99.48,99.48,,99.44
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.62,0,99.79,99.81,99.83,99.83,99.7,99.62,,99.75
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.48,0,99.18,99.61,99.48,99.6,99.45,99.18,,99.44
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,96.62,0,96.77,96.42,96.12,96.45,96.7,96.11,,96.46
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.85,0,98.26,97.55,98.17,98.27,87.9,97.85,,97.94
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.58,0,99.52,99.58,99.45,99.46,95.35,99.33,,99.47
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.77,0,98.73,98.98,98.94,99.44,98.9,98.91,,98.9
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.44,0,99.35,99.4,99.18,99.25,99.25,99.24,,99.3
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,96.72,0,96.72,96.72,96.77,96.79,96.77,96.84,,96.75
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,96.79,0,97.42,97.81,97.55,97.94,98.07,97.29,,97.6
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,0,98.8,98.79,98.57,98.85,98.75,98.3,,98.73
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,0,98.3,98.93,98.45,99.17,98.55,98.92,,98.63
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.17,0,98.03,98.31,98.17,98.03,98.17,98.17,,98.14
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,0,98.45,98.74,98.53,98.84,98.45,98.38,,98.51
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,97.02,0,96.84,96.89,96.79,96.84,96.77,96.87,,96.85
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.45,0,97.16,97.58,97.85,97.58,97.45,97.28,,97.47
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.72,0,95.09,95.48,95.18,94.87,95.05,94.74,,94.99
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.32,0,97.24,97.65,98.07,97.92,97.37,97.34,,97.52
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.73,0,95.17,94.98,95.77,94.97,95.1,94.98,,95.19
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.53,0,96.6,96.67,96.61,96.61,96.53,96.58,,96.59
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,95.15,0,95.15,94.95,95.15,95.33,95.25,95.14,,95.17
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.69,0,97.54,97.54,97.69,97.77,97.82,97.73,,97.68
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.59,0,97.74,97.74,97.74,98.2,97.74,97.89,,97.77
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.44,0,94.66,94.66,94.44,94.65,94.65,94.6,,94.6
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.68,0,99.67,99.75,99.58,99.83,99.7,99.85,,99.73
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.12,0,97.32,97.32,97.32,97.25,97.32,97.15,,97.27
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.74,0,93.75,93.97,93.97,93.83,93.75,93.97,,93.85
PIB-FRB-42,7-Feb-24,7-Feb-27,Half-Yearly,98.82,0,98.86,98.6,98.34,98.89,98.8,98.75,,98.77
