,Issue Date,Maturity date,Coupon Frequency,AHL,ALFA,C&M,CEL,ICON,IONE,PCPL,VCPL,,FMA
PIB-FRB-1,31-May-18,31-May-28,Half-Yearly,99.21,99.32,99.2,98.73,0,98.05,99.18,98.03,,98.87
PIB-FRB-2,28-Jun-18,28-Jun-28,Half-Yearly,99.15,99.27,97.92,98.9,0,98,97.94,98.05,,98.41
PIB-FRB-3,9-Aug-18,9-Aug-28,Half-Yearly,98.6,98.63,98.35,99.89,0,99.38,98.33,98.51,,98.69
PIB-FRB-4,21-Feb-19,21-Feb-29,Half-Yearly,98.25,98.2,98.21,99.89,0,99.49,98.24,98.37,,98.51
PIB-FRB-5,21-Mar-19,21-Mar-29,Half-Yearly,98.58,98.42,98.17,99.94,0,98.14,98.2,98.46,,98.37
PIB-FRB-6,18-Apr-19,18-Apr-29,Half-Yearly,98.47,98.39,98.1,98.88,0,98.16,98.13,98.32,,98.29
PIB-FRB-7,30-May-19,30-May-29,Half-Yearly,98.32,98.21,98.25,100.27,0,98.24,98.28,98.36,,98.29
PIB-FRB-8,27-Jun-19,27-Jun-29,Half-Yearly,98.37,98.3,98.3,99.7,0,98.15,98.32,98.25,,98.31
PIB-FRB-9,25-Jul-19,25-Jul-29,Half-Yearly,98.48,98.32,98.27,99.58,0,98.15,98.3,98.25,,98.32
PIB-FRB-10,22-Aug-19,22-Aug-29,Half-Yearly,98.54,98.55,98.24,100.2,0,99.62,98.26,98.39,,98.67
PIB-FRB-11,18-Jun-20,18-Jun-25,Half-Yearly,100.19,100.33,100.33,100.2,0,100.2,100.34,100.11,,100.25
PIB-FRB-12,18-Jun-20,18-Jun-30,Half-Yearly,99.91,100.04,99.88,99.9,0,99.85,99.9,100.04,,99.93
PIB-FRB-13,22-Oct-20,22-Oct-25,Quarterly,99.02,98.71,99.1,99.53,0,99.13,99.12,98.71,,99.02
PIB-FRB-14,22-Oct-20,22-Oct-30,Quarterly,94.92,95.71,95.28,96.18,0,94.94,95.26,95.64,,95.37
PIB-FRB-15,6-May-21,6-May-26,Half-Yearly,99.38,98.88,99.31,99.01,0,99.29,99.33,99,,99.19
PIB-FRB-16,7-Apr-22,7-Apr-25,Quarterly,99.98,100.02,99.99,99.99,0,99.98,99.99,99.99,,99.99
PIB-FRB-17,8-Sep-22,8-Sep-25,Quarterly,99.52,99.67,99.5,99.61,0,99.5,99.52,99.49,,99.53
PIB-FRB-18,4-Nov-21,4-Nov-31,Half-Yearly,95.54,94.83,95.25,93.6,0,95.21,95.27,94.22,,94.96
PIB-FRB-19,17-Nov-22,17-Nov-27,Half-Yearly,97.94,97.84,98.14,97.71,0,97.82,98.16,97.85,,97.92
PIB-FRB-20,9-Feb-23,9-Feb-25,Quarterly,99.69,99.62,99.52,99.58,0,99.5,99.5,99.59,,99.56
PIB-FRB-21,9-Feb-23,9-Feb-26,Quarterly,98.85,98.9,98.73,98.98,0,99.25,98.7,98.94,,98.88
PIB-FRB-22,6-Apr-23,6-Apr-25,Quarterly,99.5,99.38,99.35,99.4,0,99.25,99.33,99.37,,99.37
PIB-FRB-23,6-Apr-23,6-Apr-28,Half-Yearly,97.32,97.32,97.32,97.37,0,97.32,97.34,97.32,,97.32
PIB-FRB-24,10-Aug-23,10-Aug-28,Half-Yearly,97.83,97.82,97.56,98.08,0,97.82,97.58,97.85,,97.78
PIB-FRB-25,21-Sep-23,21-Sep-25,Quarterly,98.75,98.78,98.8,98.79,0,98.63,98.83,98.77,,98.78
PIB-FRB-26,21-Sep-23,21-Sep-26,Quarterly,98.2,99.19,98.72,98.95,0,98.86,98.7,98.95,,98.84
PIB-FRB-27,21-Sep-23,21-Sep-28,Half-Yearly,98.13,97.88,98.02,98.02,0,98.15,98,97.96,,98.03
PIB-FRB-28,19-Oct-23,19-Oct-26,Quarterly,98.28,98.66,98.45,98.98,0,98.65,98.47,98.46,,98.54
PIB-FRB-29,19-Oct-23,19-Oct-28,Half-Yearly,96.97,96.94,96.94,96.85,0,96.88,96.91,96.96,,96.93
PIB-FRB-30,14-Dec-23,14-Dec-28,Half-Yearly,97.51,97.77,97.35,97.6,0,97.5,97.37,97.68,,97.53
PIB-FRB-31,14-Dec-23,14-Dec-33,Half-Yearly,94.76,95.15,95.09,95.31,0,94.94,95.11,94.75,,95.01
PIB-FRB-32,7-Feb-24,7-Feb-29,Half-Yearly,97.96,97.93,97.93,97.93,0,98.07,97.95,97.83,,97.94
PIB-FRB-33,7-Feb-24,7-Feb-34,Half-Yearly,95.49,95.76,95.17,95.57,0,95.76,95.19,95.72,,95.55
PIB-FRB-34,18-Apr-24,18-Apr-29,Half-Yearly,96.58,96.66,96.67,96.7,0,96.66,96.69,96.66,,96.67
PIB-FRB-35,18-Apr-24,18-Apr-34,Half-Yearly,93.49,93.62,93.16,93.63,0,93.86,93.18,93.4,,93.46
PIB-FRB-36,27-Jun-24,27-Jun-29,Half-Yearly,97.3,97.3,97.56,97.55,0,97.56,97.58,97.65,,97.51
PIB-FRB-37,5-Sep-24,5-Sep-29,Half-Yearly,97.89,97.73,97.8,97.9,0,98.04,97.83,97.76,,97.84
PIB-FRB-38,5-Sep-24,5-Sep-34,Half-Yearly,94.26,94.42,94.66,94.66,0,94.64,94.68,94.55,,94.59
PIB-FRB-39,3-Oct-24,3-Oct-26,Half-Yearly,99.65,99.79,99.67,99.64,0,99.68,99.65,99.72,,99.67
PIB-FRB-40,3-Oct-24,3-Oct-29,Half-Yearly,97.31,97.24,97.37,97.31,0,97.37,97.35,97.48,,97.34
PIB-FRB-41,3-Oct-24,3-Oct-34,Half-Yearly,93.73,93.95,93.77,93.82,0,93.77,93.75,94.05,,93.81
PIB-FRB-42,7-Feb-24,7-Feb-27,Quarterly,98.84,98.57,98.86,98.6,0,98.9,98.85,98.74,,98.78
