Bond Code,Price,Net Change,,
PIBFR10YQ2030-10-22,95.42,-0.09,,
PIBFR10YQ2033-12-14,93.66,-0.25,,
PIBFR10YS2028-05-31,99.06,0.02,,
PIBFR10YS2028-06-28,99.03,0.01,,
PIBFR10YS2028-08-09,98.97,-0.01,,
PIBFR10YS2029-02-21,98.87,-0.02,,
PIBFR10YS2029-03-21,98.71,-0.01,,
PIBFR10YS2029-04-18,98.54,-0.02,,
PIBFR10YS2029-05-30,98.23,0.00,,
PIBFR10YS2029-06-27,98.43,-0.05,,
PIBFR10YS2029-07-25,98.36,-0.02,,
PIBFR10YS2029-08-22,98.88,-0.07,,
PIBFR10YS2030-06-18,100.04,-0.02,,
PIBFR10YS2031-11-04,96.06,-0.03,,
PIBFR10YS2034-02-07,93.52,-0.15,,
PIBFR10YS2034-04-18,94.01,-0.02,,
PIBFR10YS2034-09-05,93.61,0.00,,
PIBFR10YS2034-10-03,93.28,0.00,,
PIBFR10YS2034-11-14,93.53,-0.05,,
PIBFR10YS2034-12-12,93.50,-0.05,,
PIBFR10YS2035-01-09,93.49,-0.01,,
PIBFR10YS2035-04-17,93.71,0.03,,
PIBFR2YQ2025-09-21,99.77,0.04,,
PIBFR2YS2026-10-03,99.78,0.10,,
PIBFR2YS2027-01-09,99.86,0.02,,
PIBFR3YQ2025-09-08,99.85,0.00,,
PIBFR3YQ2026-02-09,99.62,-0.01,,
PIBFR3YQ2026-09-21,99.18,0.03,,
PIBFR3YQ2026-10-19,99.19,0.00,,
PIBFR3YQ2027-02-07,98.89,-0.22,,
PIBFR5YQ2025-10-22,99.69,-0.01,,
PIBFR5YS2025-06-18,100.00,-0.01,,
PIBFR5YS2026-05-06,100.04,0.00,,
PIBFR5YS2027-11-17,98.59,0.00,,
PIBFR5YS2028-04-06,98.07,0.01,,
PIBFR5YS2028-08-10,97.64,-0.01,,
PIBFR5YS2028-09-21,97.64,0.00,,
PIBFR5YS2028-10-19,97.79,0.07,,
PIBFR5YS2028-12-14,97.56,0.02,,
PIBFR5YS2029-02-07,97.31,-0.03,,
PIBFR5YS2029-04-18,97.50,-0.02,,
PIBFR5YS2029-06-27,97.37,0.05,,
PIBFR5YS2029-09-05,97.17,0.00,,
PIBFR5YS2029-10-03,97.17,0.04,,
PIBFR5YS2029-11-14,97.26,-0.05,,
PIBFR5YS2029-12-12,97.09,-0.05,,
PIBFR5YS2030-01-09,97.06,0.01,,
PIBFR5YS2030-04-17,97.14,0.01,,
