Tenor,Mid Rate,Change
1W,13.03,-0.03
2W,12.22,-0.17
1M,12.14,0.03
2M,11.91,0.01
3M,11.79,-0.01
4M,11.87,-0.01
6M,11.92,0.00
9M,12.13,-0.06
1Y,12.13,-0.08
2Y,12.39,-0.05
3Y,12.45,-0.04
4Y,12.45,-0.01
5Y,12.41,-0.02
6Y,12.35,0.00
7Y,12.31,0.00
8Y,12.26,-0.01
9Y,12.22,0.01
10Y,12.19,0.00
15Y,12.09,-0.01
20Y,12.05,-0.01
