Tenor,Mid Rate,Change
1W,15.35,-0.13
2W,15.22,-0.06
1M,15.18,-0.15
2M,14.62,-0.01
3M,13.33,-0.15
4M,13.21,0.01
6M,13.06,0.03
9M,13.00,0.04
1Y,12.86,0.01
2Y,12.47,0.03
3Y,11.90,0.01
4Y,12.16,0.00
5Y,12.13,0.00
6Y,12.09,0.00
7Y,12.07,0.00
8Y,12.05,-0.01
9Y,12.03,-0.02
10Y,12.01,-0.03
15Y,11.97,-0.03
20Y,11.94,-0.04
