Tenor,Mid Rate,Change
1W,15.04,0.00
2W,14.99,0.04
1M,15.07,0.05
2M,15.41,0.03
3M,15.74,0.00
4M,15.80,0.02
6M,15.82,0.02
9M,15.86,0.02
1Y,15.89,0.01
2Y,13.17,-0.03
3Y,13.67,0.02
4Y,13.22,0.02
5Y,12.89,0.00
6Y,12.85,0.00
7Y,12.85,0.00
8Y,12.85,0.00
9Y,12.78,-0.07
10Y,12.82,-0.03
15Y,13.25,0.00
20Y,13.46,-0.02
,,
