Tenor,Mid Rate,Change
1W,13.01,0.03
2W,12.40,0.07
1M,12.11,0.07
2M,11.89,0.03
3M,11.67,0.02
4M,11.70,0.00
6M,11.65,0.05
9M,11.71,0.01
1Y,11.61,0.00
2Y,11.96,0.06
3Y,11.94,0.02
4Y,12.08,0.00
5Y,12.11,0.01
6Y,12.12,0.00
7Y,12.10,0.00
8Y,12.08,0.00
9Y,12.08,0.00
10Y,12.06,0.00
15Y,12.01,0.00
20Y,11.97,-0.01
