Tenor,Mid Rate,Change
1W,14.84,0.01
2W,14.8,-0.04
1M,14.84,0.05
2M,15.2,0.01
3M,15.65,0
4M,15.7,0.01
6M,15.74,0
9M,15.79,0.01
1Y,15.83,0.02
2Y,13.11,0.02
3Y,13.7,-0.07
4Y,13.22,-0.07
5Y,12.97,-0.1
6Y,12.96,-0.05
7Y,12.95,-0.04
8Y,12.89,-0.03
9Y,12.85,-0.01
10Y,12.84,-0.04
15Y,13.25,-0.01
20Y,13.47,0
