Tenor,Mid Rate,Change
1W,21.10,0.00
2W,21.16,-0.02
1M,21.71,0.06
2M,22.07,0.17
3M,22.10,0.11
4M,22.03,0.04
6M,22.01,0.03
9M,22.00,0.02
1Y,22.00,0.02
2Y,19.60,0.00
3Y,19.10,0.00
4Y,15.67,0.04
5Y,15.10,0.00
6Y,15.05,0.00
7Y,15.05,0.00
8Y,15.05,-0.01
9Y,15.06,-0.01
10Y,15.10,0.00
15Y,15.15,0.00
20Y,15.15,0.00
