Tenor,Mid Rate,Change
1W,15.12,0.08
2W,15.07,0.02
1M,15.02,0.01
2M,14.21,0.08
3M,13.48,-0.01
4M,13.51,0.04
6M,13.49,0.02
9M,13.34,0.00
1Y,13.12,-0.02
2Y,12.93,-0.02
3Y,12.37,-0.02
4Y,12.39,-0.01
5Y,12.37,-0.01
6Y,12.27,0.00
7Y,12.23,0.00
8Y,12.20,0.00
9Y,12.18,0.00
10Y,12.16,0.00
15Y,12.02,0.00
20Y,11.97,-0.01
