Tenor,Mid Rate,Change
1W,15.22,-0.01
2W,15.28,0.01
1M,15.35,0.00
2M,15.52,0.03
3M,15.65,0.02
4M,15.65,0.00
6M,15.66,-0.01
9M,15.66,0.00
1Y,15.66,-0.01
2Y,13.40,0.00
3Y,13.83,0.00
4Y,13.38,0.02
5Y,13.04,0.00
6Y,12.92,0.00
7Y,12.87,0.00
8Y,12.82,0.01
9Y,12.81,0.01
10Y,12.81,0.01
15Y,13.25,-0.01
20Y,13.47,-0.02
