Tenor,Mid Rate,Change
1W,12.42,-0.02
2W,12.97,-0.24
1M,13.45,-0.09
2M,14.34,-0.66
3M,14.49,-0.65
4M,14.60,-0.55
6M,14.76,-0.42
9M,14.71,-0.27
1Y,14.65,-0.26
2Y,14.31,-0.09
3Y,13.53,-0.06
4Y,12.87,-0.03
5Y,12.86,-0.04
6Y,12.86,-0.05
7Y,12.86,-0.04
8Y,12.86,-0.04
9Y,12.86,-0.05
10Y,12.88,-0.03
15Y,13.26,0.00
20Y,13.50,0.00
