Tenor,Mid Rate,Change
1W,15.16,-0.01
2W,15.20,-0.04
1M,15.26,-0.04
2M,15.43,-0.02
3M,15.57,-0.03
4M,15.65,0.00
6M,15.69,-0.01
9M,15.70,0.00
1Y,15.71,0.01
2Y,13.67,0.02
3Y,14.10,0.05
4Y,13.57,0.02
5Y,13.19,0.01
6Y,13.07,0.01
7Y,13.00,0.00
8Y,12.95,0.01
9Y,12.90,0.00
10Y,12.89,-0.01
15Y,13.29,-0.01
20Y,13.51,0.01
