Tenor,Mid Rate,Change
1W,16.00,-0.04
2W,16.04,-0.04
1M,16.11,-0.05
2M,16.59,0.00
3M,16.88,0.01
4M,16.88,0.00
6M,16.90,0.00
9M,16.90,0.00
1Y,16.91,0.00
2Y,15.33,0.15
3Y,15.27,0.01
4Y,14.48,0.01
5Y,14.27,0.03
6Y,13.98,0.02
7Y,13.85,0.02
8Y,13.70,0.00
9Y,13.60,0.00
10Y,13.51,-0.01
15Y,13.80,0.00
20Y,13.96,0.00
