Tenor,Mid Rate,Change
1W,14.96,-0.02
2W,15.03,0.01
1M,15.15,-0.02
2M,15.40,-0.03
3M,15.57,-0.01
4M,15.63,0.01
6M,15.66,0.01
9M,15.66,0.01
1Y,15.67,0.01
2Y,13.42,0.01
3Y,13.95,0.13
4Y,13.43,0.06
5Y,13.10,0.06
6Y,12.95,0.04
7Y,12.90,0.03
8Y,12.86,0.03
9Y,12.84,0.04
10Y,12.83,0.03
15Y,13.25,0.00
20Y,13.50,0.02
