Tenor,Mid Rate,Change
1W,14.87,-0.01
2W,14.95,-0.05
1M,15.06,-0.02
2M,15.35,-0.05
3M,15.61,-0.06
4M,15.70,-0.10
6M,15.72,-0.10
9M,15.73,-0.10
1Y,15.71,-0.15
2Y,13.14,0.04
3Y,13.80,0.01
4Y,13.42,-0.02
5Y,13.13,-0.05
6Y,13.02,-0.03
7Y,12.89,-0.02
8Y,12.85,0.01
9Y,12.82,-0.01
10Y,12.86,0.00
15Y,13.24,-0.02
20Y,13.45,-0.03
