Tenor,Mid Rate,Change
1W,15.16,0.00
2W,15.20,-0.04
1M,15.28,-0.01
2M,15.40,-0.01
3M,15.57,0.00
4M,15.60,0.00
6M,15.61,-0.02
9M,15.60,-0.02
1Y,15.61,-0.01
2Y,13.25,0.07
3Y,13.66,0.02
4Y,13.35,0.00
5Y,13.00,0.00
6Y,12.95,0.00
7Y,12.85,0.01
8Y,12.80,0.01
9Y,12.79,0.00
10Y,12.80,0.00
15Y,13.25,0.00
20Y,13.48,0.01
