Tenor,Mid Rate,Change
1W,9.99,-0.03
2W,10.06,-0.02
1M,10.12,-0.02
2M,10.23,-0.02
3M,10.36,0.01
4M,10.80,0.00
6M,11.32,0.02
9M,11.36,0.03
1Y,11.40,0.02
2Y,11.35,0.00
3Y,11.44,0.02
4Y,11.44,0.02
5Y,11.47,0.01
6Y,11.48,0.00
7Y,11.53,0.02
8Y,11.55,0.00
9Y,11.59,0.01
10Y,11.62,0.00
15Y,12.21,0.01
20Y,12.38,0.02
