Tenor,Mid Rate,Change
1W,14.88,-0.01
2W,15.00,-0.01
1M,15.08,-0.07
2M,15.40,-0.11
3M,15.67,-0.14
4M,15.80,-0.07
6M,15.82,-0.08
9M,15.83,-0.09
1Y,15.86,-0.06
2Y,13.10,-0.08
3Y,13.79,-0.12
4Y,13.44,-0.09
5Y,13.18,-0.14
6Y,13.05,-0.08
7Y,12.91,-0.07
8Y,12.84,-0.03
9Y,12.83,-0.03
10Y,12.86,-0.04
15Y,13.26,-0.01
20Y,13.48,-0.03
,,
