Tenor,Mid Rate,Change
1W,12.12,0.02
2W,12.06,0.00
1M,12.04,0.01
2M,11.92,-0.01
3M,11.83,-0.02
4M,11.78,-0.03
6M,11.74,-0.01
9M,11.76,-0.01
1Y,11.61,0.00
2Y,11.70,-0.02
3Y,11.76,-0.03
4Y,12.23,-0.02
5Y,12.23,-0.01
6Y,12.27,0.02
7Y,12.29,0.03
8Y,12.30,0.04
9Y,12.33,0.07
10Y,12.31,0.05
15Y,12.23,0.07
20Y,12.20,0.10
