Tenor,Mid Rate,Change
1W,15.36,0.12
2W,15.28,0.04
1M,15.33,0.06
2M,15.40,0.00
3M,15.57,0.00
4M,15.65,0.00
6M,15.69,0.01
9M,15.70,0.00
1Y,15.72,0.01
2Y,13.54,0.03
3Y,14.05,0.03
4Y,13.52,0.01
5Y,13.18,0.03
6Y,13.03,0.03
7Y,12.98,0.03
8Y,12.93,0.03
9Y,12.92,0.04
10Y,12.91,0.04
15Y,13.30,0.01
20Y,13.50,0.00
