Tenor,Mid Rate,Change
1W,12.49,-0.26
2W,12.94,-0.06
1M,13.30,0.07
2M,14.56,0.02
3M,14.87,0.02
4M,14.86,0.02
6M,14.91,0.01
9M,14.80,-0.02
1Y,14.68,-0.03
2Y,14.25,-0.02
3Y,13.55,-0.01
4Y,12.84,-0.01
5Y,12.85,-0.01
6Y,12.85,-0.03
7Y,12.85,-0.03
8Y,12.85,-0.02
9Y,12.85,-0.02
10Y,12.88,0.00
15Y,13.21,0.00
20Y,13.41,0.01
