Tenor,Mid Rate,Change
1W,15.11,-0.03
2W,15.00,-0.03
1M,14.55,-0.08
2M,12.78,-0.08
3M,12.19,-0.06
4M,12.19,-0.19
6M,12.12,-0.14
9M,11.93,-0.14
1Y,11.68,-0.08
2Y,11.77,0.01
3Y,11.79,-0.08
4Y,11.84,-0.11
5Y,11.81,-0.14
6Y,11.83,-0.07
7Y,11.83,-0.08
8Y,11.83,-0.08
9Y,11.85,-0.07
10Y,11.84,-0.06
15Y,11.74,-0.11
20Y,11.73,-0.07
