Tenor,Mid Rate,Change
1W,15.15,0.02
2W,15.19,0.00
1M,15.25,0.00
2M,15.36,-0.02
3M,15.52,-0.01
4M,15.58,-0.01
6M,15.61,0.00
9M,15.62,0.00
1Y,15.62,0.00
2Y,13.24,0.01
3Y,13.65,0.00
4Y,13.36,0.01
5Y,13.05,0.05
6Y,12.95,0.00
7Y,12.85,0.00
8Y,12.80,-0.01
9Y,12.80,0.00
10Y,12.81,0.01
15Y,13.25,-0.01
20Y,13.48,0.00
