Tenor,Mid Rate,Change
1W,12.37,0.02
2W,12.40,-0.02
1M,12.45,0.02
2M,12.47,0.02
3M,12.52,0.04
4M,12.68,0.02
6M,12.90,0.04
9M,12.94,0.03
1Y,12.97,0.02
2Y,12.33,0.03
3Y,12.09,0.04
4Y,11.92,0.07
5Y,11.90,0.05
6Y,11.87,0.03
7Y,11.86,0.02
8Y,11.85,0.02
9Y,11.84,0.01
10Y,11.89,-0.02
15Y,12.24,0.01
20Y,12.49,0.00
,,
