Tenor,Mid Rate,Change
1W,14.99,-0.10
2W,15.08,-0.05
1M,15.27,-0.03
2M,15.57,0.02
3M,15.74,0.03
4M,15.74,0.03
6M,15.74,0.02
9M,15.74,0.02
1Y,15.74,0.02
2Y,13.70,0.00
3Y,14.10,0.01
4Y,13.54,0.02
5Y,13.23,0.02
6Y,13.10,0.00
7Y,13.05,0.00
8Y,12.97,0.00
9Y,12.95,-0.01
10Y,12.90,0.00
15Y,13.30,0.00
20Y,13.50,0.00
