Tenor,Mid Rate,Change
1W,14.88,-0.01
2W,15.07,-0.02
1M,15.18,-0.02
2M,15.48,0.00
3M,15.73,0.01
4M,15.78,0.01
6M,15.82,0.01
9M,15.85,0.00
1Y,15.90,0.00
2Y,12.90,0.01
3Y,13.75,0.05
4Y,13.27,-0.01
5Y,13.12,0.00
6Y,12.91,0.01
7Y,12.81,0.00
8Y,12.71,0.01
9Y,12.62,0.00
10Y,12.62,0.00
15Y,13.21,0.00
20Y,13.42,0.00
,,
