Tenor,Mid Rate,Change
1W,14.93,-0.03
2W,15.02,-0.01
1M,15.13,-0.02
2M,15.38,-0.02
3M,15.56,-0.01
4M,15.64,0.01
6M,15.67,0.01
9M,15.69,0.03
1Y,15.69,0.02
2Y,13.47,0.05
3Y,13.99,0.04
4Y,13.48,0.05
5Y,13.13,0.03
6Y,12.98,0.03
7Y,12.93,0.03
8Y,12.89,0.03
9Y,12.86,0.02
10Y,12.85,0.02
15Y,13.28,0.03
20Y,13.50,0.00
,,
