Tenor,Mid Rate,Change
1W,15.21,0.12
2W,15.16,0.08
1M,15.27,0.09
2M,15.49,0.04
3M,15.73,0.01
4M,15.80,0.01
6M,15.82,0.02
9M,15.86,0.01
1Y,15.89,-0.01
2Y,13.13,0.02
3Y,13.65,0.03
4Y,13.22,0.06
5Y,12.90,0.09
6Y,12.80,0.11
7Y,12.72,0.07
8Y,12.61,0.00
9Y,12.55,0.03
10Y,12.57,-0.02
15Y,13.21,0.01
20Y,13.42,0.01
