Tenor,Mid Rate,Change
1W,11.00,-0.23
2W,11.06,-0.17
1M,11.11,-0.14
2M,11.16,-0.04
3M,11.17,-0.02
4M,11.19,-0.01
6M,11.18,-0.02
9M,11.24,0.01
1Y,11.17,0.00
2Y,11.43,0.07
3Y,11.42,0.06
4Y,11.68,0.09
5Y,11.72,0.06
6Y,11.90,0.02
7Y,12.03,0.01
8Y,12.19,0.01
9Y,12.36,0.01
10Y,12.42,0.01
15Y,12.65,0.01
20Y,12.68,0.02
