Tenor,Mid Rate,Change
1W,13.24,-0.03
2W,13.16,-0.05
1M,12.62,-0.02
2M,12.23,-0.07
3M,11.88,-0.07
4M,11.91,-0.08
6M,11.90,-0.08
9M,12.14,-0.06
1Y,12.19,-0.04
2Y,12.32,0.07
3Y,12.28,0.08
4Y,12.30,0.09
5Y,12.32,0.12
6Y,12.23,0.09
7Y,12.21,0.07
8Y,12.16,0.05
9Y,12.11,0.03
10Y,12.06,0.01
15Y,12.02,0.01
20Y,12.01,0.02
