Tenor,Mid Rate,Change
1W,15.14,-0.04
2W,15.03,-0.03
1M,14.63,-0.23
2M,12.86,-0.98
3M,12.25,-0.89
4M,12.38,-0.77
6M,12.26,-0.79
9M,12.07,-0.78
1Y,11.76,-0.89
2Y,11.76,-0.45
3Y,11.87,-0.30
4Y,11.95,-0.24
5Y,11.95,-0.23
6Y,11.90,-0.25
7Y,11.91,-0.22
8Y,11.91,-0.19
9Y,11.92,-0.16
10Y,11.90,-0.12
15Y,11.85,-0.17
20Y,11.80,-0.19
