Tenor,Mid Rate,Change
1W,16.03,0.14
2W,16.08,0.15
1M,16.10,0.03
2M,16.39,-0.04
3M,16.65,-0.04
4M,16.77,-0.01
6M,16.84,0.00
9M,16.87,-0.01
1Y,16.89,-0.02
2Y,14.52,-0.01
3Y,15.38,0.05
4Y,14.43,-0.01
5Y,14.35,0.06
6Y,13.94,0.03
7Y,13.83,0.03
8Y,13.68,0.03
9Y,13.59,0.02
10Y,13.50,0.00
15Y,13.80,0.00
20Y,13.96,0.00
,,
