Tenor,Mid Rate,Change
1W,12.29,0.12
2W,12.41,0.15
1M,12.61,0.23
2M,12.89,0.40
3M,13.41,0.70
4M,13.58,0.57
6M,13.75,0.47
9M,13.76,0.47
1Y,13.79,0.52
2Y,13.07,0.13
3Y,12.59,0.11
4Y,12.32,0.04
5Y,12.31,0.07
6Y,12.23,0.07
7Y,12.19,0.07
8Y,12.12,0.03
9Y,12.10,0.04
10Y,12.08,0.04
15Y,12.30,0.01
20Y,12.51,0.00
