GOPIS-VRR,5-Jan-26, 99.00 , -   , 99.00 , 99.00 , 99.80 , 99.25 , 99.10 , 99.00 , 99.07 
GOPIS-FRR,20-Jan-26, 88.60 , -   , 89.00 , 89.00 , 91.00 , 90.00 , 89.30 , 88.75 , 89.21 
GOPIS-FRR,17-Apr-26, 101.35 , -   , 101.50 , 101.50 , 102.00 , 101.00 , 101.80 , 101.35 , 101.50 
GOPIS-FRR,26-Jun-26, 103.00 , -   , 103.25 , 103.50 , 103.50 , 103.47 , 103.20 , 103.00 , 103.28 
GOPIS-VRR,12-Jul-26, 100.20 , -   , 101.00 , 102.25 , 100.50 , 100.50 , 100.50 , 100.50 , 100.60 
GOPIS-VRR,6-Oct-26, 102.00 , -   , 101.88 , 102.10 , 101.90 , 101.85 , 101.90 , 102.00 , 101.94 
GOPIS-FRR,6-Oct-26, 87.00 , -   , 87.00 , 90.00 , 83.50 , 87.00 , 88.50 , 87.00 , 87.30 
GOPIS-VRR,29-Oct-26, 101.60 , -   , 101.50 , 102.50 , 101.00 , 102.00 , 101.50 , 101.50 , 101.62 
GOPIS-VRR,4-Dec-26, 100.50 , -   , 100.60 , 100.75 , 100.50 , 99.75 , 100.00 , 100.25 , 100.37 
GOPIS-FRR,4-Dec-26, 99.20 , -   , 100.00 , 101.00 , 100.90 , 100.00 , 100.85 , 99.00 , 100.19 
GOPIS-FRR,15-Dec-26, 98.90 , -   , 93.00 , 93.00 , 92.50 , 93.75 , 93.00 , 94.00 , 93.35 
GOPIS-VRR,27-Apr-27, 102.75 , -   , 102.70 , 103.10 , 102.75 , 102.70 , 102.70 , 102.70 , 102.72 
GOPIS-FRR,27-Apr-27, 90.50 , -   , 91.00 , 93.50 , 91.00 , 91.00 , 91.00 , 91.00 , 91.00 
GOPIS-VRR,26-Oct-27, 100.35 , -   , 101.50 , 103.10 , 102.00 , 102.50 , 101.75 , 101.25 , 101.80 
GOPIS-FRR,16-Nov-27, 90.45 , -   , 90.50 , 90.50 , 91.00 , 91.00 , 91.00 , 90.50 , 90.70 
GOPIS-VRR,26-Jun-28, 103.25 , -   , 103.75 , 103.75 , 103.00 , 103.10 , 103.20 , 103.00 , 103.26 
GOPIS-FRR,20-Sep-28, 101.75 , -   , 102.00 , 102.00 , 101.70 , 101.60 , 101.90 , 101.75 , 101.82 
GOPIS-VRR,4-Dec-28, 101.75 , -   , 101.75 , 101.75 , 101.75 , 101.75 , 102.00 , 101.75 , 101.75 
GOPIS-FRR,4-Dec-28, 101.50 , -   , 101.50 , 101.00 , 101.50 , 101.50 , 101.75 , 101.00 , 101.40 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
