, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,14-Jun-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
,,,,,,,,,,
GOPIS-VRR,26-Jun-24, 100.00 , 100.10 , 99.95 , 99.93 , 100.05 , 100.02 , 99.95 , 99.95 , 100.06 
GOPIS-FRR,26-Jun-24, 100.70 , 100.00 , 100.00 , 100.30 , 100.30 , 100.00 , 100.25 , 100.30 , 100.14 
GOPIS-VRR,12-Jul-24, 100.20 , 100.10 , 100.05 , 100.05 , 100.06 , 100.05 , 100.05 , 100.05 , 100.10 
GOPIS-FRR,12-Jul-24, 100.00 , 100.08 , 100.05 , 100.05 , 100.05 , 100.07 , 100.05 , 100.05 , 100.05 
GOPIS-VRR,7-Aug-24, 100.10 , 100.10 , 99.95 , 99.90 , 100.05 , 100.05 , 99.00 , 99.95 , 100.08 
GOPIS-FRR,7-Aug-24, 100.00 , 100.10 , 100.00 , 100.00 , 100.00 , 100.05 , 100.00 , 100.00 , 100.04 
GOPIS-VRR,20-Sep-24, 100.00 , 99.50 , 100.00 , 100.00 , 100.00 , 99.50 , 100.00 , 100.00 , 99.96 
GOPIS-FRR,20-Sep-24, 100.00 , 100.70 , 100.40 , 100.40 , 100.40 , 100.05 , 100.35 , 100.35 , 100.34 
GOPIS-VRR,9-Oct-24, 100.35 , 100.25 , 100.04 , 101.20 , 100.25 , 100.22 , 100.00 , 100.25 , 100.30 
GOPIS-FRR,9-Oct-24, 100.75 , 100.75 , 100.75 , 100.75 , 100.75 , 100.70 , 100.70 , 100.75 , 100.73 
GOPIS-VRR,4-Dec-24, 100.15 , 100.30 , 99.90 , 100.00 , 100.20 , 100.12 , 99.90 , 99.90 , 100.19 
GOPIS-VRR,30-Apr-25, 98.95 , 99.50 , 99.30 , 99.40 , 99.25 , 99.20 , 99.00 , 99.50 , 99.34 
GOPIS-VRR,29-May-25, 99.40 , 99.75 , 99.50 , 99.50 , 99.80 , 99.90 , 99.50 , 99.40 , 99.76 
GOPIS-VRR,24-Jun-25, 99.25 , 99.65 , 99.75 , 99.80 , 99.80 , 100.40 , 99.80 , 99.80 , 99.84 
GOPIS-VRR,29-Jul-25, 101.00 , 99.90 , 99.95 , 99.90 , 99.89 , 99.90 , 99.90 , 99.90 , 100.00 
GOPIS-FRR,29-Jul-25, 83.02 , 89.00 , 84.10 , 84.00 , 86.00 , 89.15 , 84.00 , 84.00 , 86.27 
GOPIS-VRR,9-Dec-25, 101.00 , 100.00 , 100.90 , 100.90 , 100.85 , 100.20 , 100.90 , 100.90 , 100.67 
GOPIS-VRR,5-Jan-26, 99.00 , 99.50 , 99.00 , 99.00 , 99.00 , 99.50 , 99.50 , 99.00 , 99.26 
GOPIS-FRR,20-Jan-26, 83.00 , 85.00 , 84.00 , 84.00 , 84.00 , 88.90 , 84.00 , 84.00 , 84.50 
GOPIS-FRR,17-Apr-26, 98.50 , 100.50 , 100.45 , 100.50 , 100.50 , 101.50 , 100.50 , 100.50 , 100.52 
GOPIS-FRR,26-Jun-26, 103.60 , 103.50 , 103.00 , 103.00 , 103.20 , 103.60 , 103.00 , 103.00 , 103.51 
GOPIS-VRR,12-Jul-26, 100.00 , 100.25 , 100.00 , 100.00 , 100.00 , 100.30 , 100.20 , 100.00 , 100.21 
GOPIS-VRR,6-Oct-26, 101.00 , 100.00 , 100.80 , 100.75 , 100.60 , 100.00 , 100.20 , 100.90 , 100.37 
GOPIS-FRR,6-Oct-26, 83.00 , 84.00 , 84.00 , 84.00 , 84.00 , 85.50 , 84.00 , 84.00 , 83.92 
GOPIS-VRR,29-Oct-26, 101.20 , 101.90 , 100.25 , 100.25 , 100.50 , 101.50 , 100.25 , 100.25 , 100.95 
GOPIS-VRR,4-Dec-26, 99.65 , 100.00 , 99.65 , 99.60 , 99.75 , 99.80 , 99.60 , 99.60 , 99.81 
GOPIS-FRR,4-Dec-26, 100.40 , 100.15 , 100.20 , 100.05 , 100.00 , 100.00 , 101.55 , 100.20 , 100.08 
GOPIS-FRR,15-Dec-26, 85.00 , 88.00 , 87.00 , 87.00 , 88.00 , 88.00 , 87.00 , 87.00 , 87.75 
GOPIS-VRR,27-Apr-27, 101.50 , 100.60 , 100.75 , 100.80 , 100.75 , 100.60 , 100.40 , 100.80 , 100.81 
GOPIS-FRR,27-Apr-27, 87.00 , 89.00 , 88.50 , 89.00 , 88.00 , 89.00 , 88.50 , 89.00 , 88.42 
GOPIS-VRR,26-Oct-27, 100.25 , 101.00 , 100.25 , 100.30 , 100.65 , 101.00 , 100.25 , 100.25 , 100.67 
GOPIS-FRR,16-Nov-27, 87.50 , 88.00 , 89.00 , 89.00 , 89.00 , 88.00 , 89.00 , 89.00 , 88.29 
GOPIS-VRR,26-Jun-28, 103.55 , 103.00 , 102.90 , 102.90 , 103.10 , 103.00 , 102.50 , 103.00 , 103.11 
GOPIS-FRR,20-Sep-28, 101.75 , 99.50 , 101.75 , 101.75 , 101.75 , 101.50 , 101.70 , 101.70 , 101.66 
GOPIS-VRR,4-Dec-28, 100.00 , 100.00 , 100.00 , 100.00 , 100.25 , 100.10 , -   , 100.00 , 100.19 
GOPIS-FRR,4-Dec-28, 101.50 , 101.50 , 100.50 , 100.50 , 100.75 , 101.25 , -   , 100.50 , 101.33 
GOPIS-FRR,4-Dec-28, 100.60 , 100.40 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 
