, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
,31-Jan-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,ARIF,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
GOPIS-VRR,20-Feb-24, -   , 100.25 , 100.20 , 100.25 , 100.20 , 100.10 , 100.20 , 100.20 , 100.21 
GOPIS-FRR,20-Feb-24, -   , 98.50 , 99.50 , 98.50 , 98.30 , 98.10 , 98.30 , 98.00 , 98.34 
GOPIS-VRR,8-Mar-24, -   , 100.85 , 100.85 , 100.75 , 100.70 , 100.50 , 100.75 , 100.70 , 100.75 
GOPIS-FRR,8-Mar-24, -   , 100.24 , 100.20 , 100.25 , 100.20 , 100.25 , 100.25 , 100.25 , 100.24 
GOPIS-VRR,17-Apr-24, -   , 100.35 , 100.40 , 100.40 , 100.35 , 100.32 , 100.40 , 100.50 , 100.38 
GOPIS-FRR,17-Apr-24, -   , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 
GOPIS-VRR,22-May-24, -   , 100.60 , 100.65 , 100.70 , 100.65 , 100.65 , 100.65 , 100.65 , 100.65 
GOPIS-FRR,22-May-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,26-Jun-24, -   , 100.75 , 100.75 , 100.75 , 100.70 , 100.70 , 100.70 , 100.70 , 100.72 
GOPIS-FRR,26-Jun-24, -   , 100.70 , 100.80 , 100.75 , 100.80 , 100.80 , 100.80 , 100.80 , 100.79 
GOPIS-VRR,12-Jul-24, -   , 100.55 , 100.75 , 100.75 , 100.80 , 100.75 , 100.75 , 100.75 , 100.75 
GOPIS-FRR,12-Jul-24, -   , 100.00 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 
GOPIS-VRR,7-Aug-24, -   , 101.30 , 101.25 , 101.35 , 101.25 , 101.25 , 101.35 , 101.25 , 101.28 
GOPIS-FRR,7-Aug-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,20-Sep-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-FRR,20-Sep-24, -   , 100.50 , 100.50 , 100.55 , 100.50 , 100.30 , 100.45 , 100.50 , 100.49 
GOPIS-VRR,9-Oct-24, -   , 101.00 , 101.00 , 101.00 , 101.10 , 100.75 , 101.00 , 101.00 , 101.00 
GOPIS-FRR,9-Oct-24, -   , 101.50 , 101.60 , 101.55 , 101.50 , 101.40 , 101.50 , 101.60 , 101.53 
GOPIS-VRR,4-Dec-24, -   , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 
