, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
,18-Apr-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
GOPIS-VRR,17-Apr-24, 100.03 , 100.00 , 100.05 , 100.10 , 100.05 , 100.05 , 100.05 , 100.00 , 100.04 
GOPIS-FRR,17-Apr-24, 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 
GOPIS-VRR,22-May-24, -   , 100.00 , 100.05 , 100.10 , 100.00 , 99.95 , 100.05 , 100.10 , 100.04 
GOPIS-FRR,22-May-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,26-Jun-24, -   , 100.05 , 100.02 , 100.01 , 100.02 , 100.00 , 100.00 , 100.00 , 100.01 
GOPIS-FRR,26-Jun-24, -   , 100.05 , 100.30 , 100.40 , 100.30 , 100.10 , 100.30 , 100.60 , 100.28 
GOPIS-VRR,12-Jul-24, -   , 100.02 , 100.20 , 100.25 , 100.05 , 100.01 , 100.15 , 100.30 , 100.13 
GOPIS-FRR,12-Jul-24, -   , 100.00 , 100.06 , 100.10 , 100.05 , 100.03 , 100.05 , 100.10 , 100.06 
GOPIS-VRR,7-Aug-24, -   , 99.95 , 100.00 , 100.10 , 99.95 , 99.94 , 100.00 , 100.01 , 99.98 
GOPIS-FRR,7-Aug-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,20-Sep-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-FRR,20-Sep-24, -   , 100.25 , 100.40 , 100.40 , 100.40 , 100.30 , 100.35 , 100.35 , 100.36 
GOPIS-VRR,9-Oct-24, -   , 100.15 , 100.30 , 100.30 , 100.20 , 100.13 , 100.25 , 100.50 , 100.24 
