, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
,15-Feb-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,ARIF,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
GOPIS-VRR,20-Feb-24, -   , 100.00 , 100.15 , 100.20 , 100.20 , 100.10 , 100.20 , 100.20 , 100.17 
GOPIS-FRR,20-Feb-24, -   , 98.25 , 99.50 , 98.25 , 98.20 , 98.10 , 98.20 , 98.00 , 98.20 
GOPIS-VRR,8-Mar-24, -   , 100.00 , 100.40 , 100.35 , 100.35 , 100.10 , 100.25 , 100.70 , 100.29 
GOPIS-FRR,8-Mar-24, -   , 100.20 , 100.20 , 100.20 , 100.20 , 100.25 , 100.20 , 100.25 , 100.21 
GOPIS-VRR,17-Apr-24, -   , 100.10 , 100.25 , 100.35 , 100.25 , 100.15 , 100.25 , 100.25 , 100.23 
GOPIS-FRR,17-Apr-24, -   , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 
GOPIS-VRR,22-May-24, -   , 100.25 , 100.65 , 100.65 , 100.65 , 100.15 , 100.65 , 100.65 , 100.57 
GOPIS-FRR,22-May-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,26-Jun-24, -   , 100.40 , 100.75 , 100.30 , 100.20 , 100.70 , 100.70 , 100.70 , 100.56 
GOPIS-FRR,26-Jun-24, -   , 100.20 , 100.80 , 100.70 , 100.75 , 100.25 , 100.80 , 100.80 , 100.66 
GOPIS-VRR,12-Jul-24, -   , 100.30 , 100.50 , 100.65 , 100.60 , 100.50 , 100.55 , 100.75 , 100.56 
GOPIS-FRR,12-Jul-24, -   , 100.00 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 , 100.10 
GOPIS-VRR,7-Aug-24, -   , 101.00 , 101.25 , 101.30 , 101.25 , 100.75 , 100.75 , 101.25 , 101.10 
GOPIS-FRR,7-Aug-24, -   , 100.25 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,20-Sep-24, -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-FRR,20-Sep-24, -   , 100.50 , 100.50 , 100.50 , 100.50 , 100.30 , 100.50 , 100.50 , 100.50 
GOPIS-VRR,9-Oct-24, -   , 101.00 , 101.00 , 101.00 , 101.00 , 100.75 , 101.00 , 101.00 , 101.00 
GOPIS-FRR,9-Oct-24, -   , 101.20 , 101.50 , 101.50 , 101.50 , 101.40 , 101.40 , 101.60 , 101.46 
GOPIS-VRR,4-Dec-24, -   , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 
GOPIS- 20,30-Apr-25, -   , 99.75 , 99.50 , 99.40 , 99.50 , 99.40 , 99.50 , 99.50 , 99.48 
GOPIS- 21,29-May-25, -   , 99.90 , 99.50 , 99.65 , 99.50 , 99.50 , 99.50 , 99.40 , 99.53 
GOPIS- 22,24-Jun-25, -   , 99.80 , 99.80 , 99.85 , 99.80 , 99.80 , 99.80 , 99.80 , 99.80 
GOPIS-VRR,29-Jul-25, -   , 101.00 , 101.00 , 101.00 , 101.00 , 100.50 , 101.00 , 101.00 , 101.00 
GOPIS-FRR,29-Jul-25, -   , 84.00 , 84.00 , 84.00 , 83.50 , 83.50 , 84.00 , 84.00 , 83.90 
GOPIS-VRR,9-Dec-25, -   , 101.00 , 100.90 , 100.95 , 100.85 , 100.85 , 100.90 , 101.00 , 100.92 
GOPIS-VRR,5-Jan-26, -   , 99.50 , 99.00 , 99.00 , 99.00 , 99.00 , 99.00 , 99.00 , 99.00 
GOPIS-FRR,20-Jan-26, -   , 84.00 , 84.75 , 84.00 , 84.00 , 84.00 , 84.00 , 85.00 , 84.15 
GOPIS-FRR,17-Apr-26, -   , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 
