GOPIS-VRR,12-Jul-26, 102.40 , 103.00 , 102.50 , 103.00 , 101.25 , 102.50 , -   , 103.00 , 102.68 
GOPIS-VRR,6-Oct-26, 101.10 , 102.00 , 101.60 , 101.25 , 101.50 , 102.50 , -   , 101.25 , 101.52 
GOPIS-FRR,6-Oct-26, 95.22 , 95.00 , 94.50 , 94.50 , 95.00 , 95.00 , -   , 94.50 , 94.80 
GOPIS-VRR,29-Oct-26, 101.50 , 101.60 , 101.50 , 101.30 , 101.25 , 102.00 , -   , 101.75 , 101.53 
GOPIS-VRR,4-Dec-26, 102.72 , 102.50 , 102.50 , 102.60 , 102.50 , 102.75 , -   , 102.25 , 102.56 
GOPIS-FRR,4-Dec-26, 105.81 , 106.00 , 106.50 , 106.50 , 107.00 , 106.50 , -   , 106.00 , 106.30 
GOPIS-FRR,15-Dec-26, 98.30 , 99.00 , 98.75 , 99.50 , 98.00 , 98.25 , -   , 98.25 , 98.51 
GOPIS-VRR,27-Apr-27, 102.50 , 101.50 , 102.20 , 102.15 , 103.00 , 103.00 , -   , 102.75 , 102.52 
GOPIS-FRR,27-Apr-27, 99.34 , 99.50 , 99.50 , 99.75 , 98.00 , 99.50 , -   , 99.50 , 99.47 
GOPIS-VRR,26-Oct-27, 102.00 , 101.50 , 102.20 , 102.00 , 102.00 , 102.00 , -   , 102.50 , 102.04 
GOPIS-FRR,16-Nov-27, 98.73 , 99.00 , 99.00 , 99.75 , 98.50 , 99.00 , -   , 99.50 , 99.05 
GOPIS-VRR,26-Jun-28, 105.50 , 106.25 , 105.50 , 106.00 , 104.00 , 106.00 , -   , 106.25 , 105.85 
GOPIS-FRR,20-Sep-28, 109.91 , 110.00 , 110.00 , 110.00 , 108.00 , 110.00 , -   , 110.00 , 109.98 
GOPIS-VRR,4-Dec-28, 104.25 , 104.00 , 104.00 , 104.00 , 105.00 , 104.10 , -   , 104.50 , 104.17 
GOPIS-FRR,4-Dec-28, 108.57 , 108.50 , 109.00 , 109.00 , 107.00 , 108.50 , -   , 108.75 , 108.66 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
