, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,10-Sep-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY  ,MATURITY,  AHL     , ALFA     ,  C&M     ,  CEL     , ICON     ,IONE      ,  PCPL    ,  VCPL    ,AVG. RATE
GOPIS-VRR,20-Sep-24, 100.00 , 100.02 , 100.00 , 100.00 , 100.30 , 100.25 , -   , 100.00 , 100.05 
GOPIS-FRR,20-Sep-24, 100.10 , 100.50 , 100.50 , 100.70 , 100.35 , 100.50 , -   , 100.45 , 100.46 
GOPIS-VRR,9-Oct-24, 100.35 , 100.35 , 100.33 , 100.30 , 100.30 , 100.50 , -   , 100.30 , 100.33 
GOPIS-FRR,9-Oct-24, 100.70 , 100.65 , 100.60 , 100.35 , 100.70 , 100.60 , -   , 100.60 , 100.63 
GOPIS-VRR,4-Dec-24, 101.60 , 100.80 , 100.70 , 100.70 , 100.70 , 100.80 , -   , 100.70 , 100.74 
GOPIS-VRR,30-Apr-25, 99.00 , 99.50 , 99.37 , 99.25 , 100.00 , 99.45 , -   , 99.25 , 99.36 
GOPIS-VRR,29-May-25, 99.50 , 99.75 , 100.00 , 100.20 , 100.50 , 99.60 , -   , 99.70 , 99.85 
GOPIS-VRR,24-Jun-25, 99.35 , 99.65 , 100.00 , 99.65 , 100.00 , 99.80 , -   , 99.65 , 99.75 
GOPIS-VRR,29-Jul-25, 101.00 , 101.25 , 101.75 , 101.75 , 101.25 , 101.10 , -   , 101.00 , 101.27 
GOPIS-FRR,29-Jul-25, 90.50 , 91.00 , 91.00 , 91.00 , 90.00 , 90.55 , -   , 90.50 , 90.71 
GOPIS-VRR,9-Dec-25, 101.00 , 101.00 , 100.85 , 100.60 , 100.90 , 100.50 , -   , 100.85 , 100.84 
GOPIS-VRR,5-Jan-26, 99.00 , 99.50 , 99.00 , 99.00 , 99.80 , 99.25 , -   , 99.00 , 99.15 
GOPIS-FRR,20-Jan-26, 88.60 , 92.00 , 89.00 , 89.00 , 91.00 , 90.00 , -   , 88.75 , 89.55 
GOPIS-FRR,17-Apr-26, 101.35 , 104.00 , 101.50 , 101.50 , 102.00 , 101.50 , -   , 101.35 , 101.57 
GOPIS-FRR,26-Jun-26, 106.00 , 105.95 , 106.00 , 106.00 , 104.50 , 105.75 , -   , 105.75 , 105.89 
GOPIS-VRR,12-Jul-26, 100.20 , 102.50 , 101.50 , 102.25 , 101.25 , 100.50 , -   , 101.25 , 101.35 
GOPIS-VRR,6-Oct-26, 102.00 , 102.00 , 102.25 , 102.10 , 102.00 , 101.85 , -   , 102.00 , 102.02 
GOPIS-FRR,6-Oct-26, 87.00 , 90.00 , 88.00 , 90.00 , 83.50 , 87.00 , -   , 87.00 , 87.80 
GOPIS-VRR,29-Oct-26, 101.60 , 101.90 , 102.25 , 102.05 , 102.10 , 102.00 , -   , 101.75 , 101.96 
GOPIS-VRR,4-Dec-26, 100.50 , 102.00 , 101.00 , 101.25 , 100.50 , 101.00 , -   , 100.75 , 100.90 
GOPIS-FRR,4-Dec-26, 100.70 , 102.00 , 101.00 , 102.00 , 100.90 , 100.00 , -   , 101.00 , 101.12 
GOPIS-FRR,15-Dec-26, 98.90 , 95.00 , 94.50 , 94.00 , 96.00 , 95.75 , -   , 95.00 , 95.25 
GOPIS-VRR,27-Apr-27, 102.75 , 102.50 , 102.70 , 102.85 , 103.00 , 102.70 , -   , 102.70 , 102.74 
GOPIS-FRR,27-Apr-27, 90.50 , 94.00 , 91.00 , 93.50 , 91.00 , 91.00 , -   , 91.00 , 91.50 
GOPIS-VRR,26-Oct-27, 100.35 , 102.75 , 102.75 , 102.85 , 102.00 , 102.50 , -   , 102.25 , 102.45 
GOPIS-FRR,16-Nov-27, 90.45 , 92.00 , 90.50 , 90.50 , 91.00 , 91.00 , -   , 90.50 , 90.70 
GOPIS-VRR,26-Jun-28, 106.25 , 106.85 , 106.50 , 106.00 , 104.00 , 106.50 , -   , 106.75 , 106.40 
GOPIS-FRR,20-Sep-28, 101.75 , 102.50 , 102.00 , 102.00 , 101.70 , 101.60 , -   , 101.75 , 101.84 
GOPIS-VRR,4-Dec-28, 104.25 , 104.25 , 104.75 , 104.85 , 105.00 , 104.75 , -   , 104.75 , 104.67 
GOPIS-FRR,4-Dec-28, 101.50 , 103.50 , 101.50 , 101.00 , 105.10 , 101.50 , -   , 101.50 , 101.90 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
