, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,1-Nov-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY  ,MATURITY,  AHL     , ALFA     ,  C&M     ,  CEL     , ICON     ,IONE      ,  PCPL    ,  VCPL    ,AVG. RATE
GOPIS-VRR,4-Dec-24, 100.90 , 100.80 , 101.00 , 100.70 , 100.70 , 100.90 , 100.60 , 101.00 , 100.83 
GOPIS-VRR,30-Apr-25, 100.25 , 100.00 , 100.00 , 100.35 , 100.00 , 100.25 , 100.20 , 100.25 , 100.16 
GOPIS-VRR,29-May-25, 100.90 , 101.00 , 100.90 , 101.00 , 101.00 , 101.00 , 100.98 , 101.00 , 100.98 
GOPIS-VRR,24-Jun-25, 101.10 , 101.00 , 101.20 , 101.20 , 101.00 , 100.80 , 101.05 , 101.00 , 101.06 
GOPIS-VRR,29-Jul-25, 101.25 , 103.00 , 101.50 , 102.75 , 101.50 , 102.50 , 102.15 , 102.50 , 102.15 
GOPIS-FRR,29-Jul-25, 96.17 , 96.00 , 96.00 , 96.00 , 94.00 , 95.50 , 95.92 , 96.50 , 95.93 
GOPIS-VRR,9-Dec-25, 101.40 , 101.00 , 101.00 , 101.00 , 100.90 , 101.00 , 101.05 , 101.25 , 101.05 
GOPIS-VRR,5-Jan-26, 100.98 , 101.00 , 100.75 , 101.00 , 99.80 , 101.00 , 100.98 , 101.00 , 100.95 
GOPIS-FRR,20-Jan-26, 95.54 , 95.00 , 95.00 , 95.50 , 96.00 , 95.00 , 95.28 , 95.00 , 95.22 
GOPIS-FRR,17-Apr-26, 106.32 , 107.50 , 107.00 , 107.00 , 108.00 , 107.00 , 107.20 , 107.50 , 107.20 
GOPIS-FRR,26-Jun-26, 107.88 , 110.00 , 108.25 , 108.15 , 109.00 , 108.10 , 108.37 , 108.50 , 108.40 
GOPIS-VRR,12-Jul-26, 102.40 , 103.00 , 102.50 , 103.00 , 101.25 , 102.50 , 102.50 , 103.00 , 102.65 
GOPIS-VRR,6-Oct-26, 101.10 , 102.50 , 101.10 , 103.00 , 101.50 , 102.50 , 101.60 , 101.75 , 101.83 
GOPIS-FRR,6-Oct-26, 95.30 , 95.00 , 95.00 , 94.50 , 95.00 , 95.00 , 94.95 , 95.00 , 94.99 
GOPIS-VRR,29-Oct-26, 101.50 , 102.50 , 101.25 , 103.00 , 102.50 , 102.00 , 101.85 , 101.75 , 102.02 
GOPIS-VRR,4-Dec-26, 102.70 , 102.50 , 102.50 , 102.60 , 102.50 , 102.75 , 102.55 , 102.25 , 102.56 
GOPIS-FRR,4-Dec-26, 106.12 , 107.00 , 106.50 , 106.50 , 107.00 , 106.50 , 106.50 , 106.50 , 106.58 
GOPIS-FRR,15-Dec-26, 97.97 , 99.00 , 98.75 , 99.50 , 98.00 , 98.25 , 98.60 , 98.75 , 98.56 
GOPIS-VRR,27-Apr-27, 102.50 , 103.00 , 102.20 , 103.25 , 103.00 , 103.00 , 102.70 , 102.75 , 102.83 
GOPIS-FRR,27-Apr-27, 99.77 , 102.00 , 99.50 , 99.75 , 98.00 , 99.50 , 99.50 , 99.50 , 99.59 
GOPIS-VRR,26-Oct-27, 102.00 , 103.00 , 102.20 , 103.25 , 102.50 , 102.00 , 102.45 , 102.50 , 102.44 
GOPIS-FRR,16-Nov-27, 98.76 , 99.00 , 99.00 , 99.75 , 98.50 , 99.00 , 99.08 , 99.50 , 99.06 
GOPIS-VRR,26-Jun-28, 105.50 , 107.00 , 105.75 , 106.00 , 104.00 , 106.00 , 105.90 , 106.25 , 105.90 
GOPIS-FRR,20-Sep-28, 110.39 , 110.00 , 110.00 , 110.00 , 108.00 , 110.00 , 109.95 , 110.00 , 109.99 
GOPIS-VRR,4-Dec-28, 104.25 , 104.00 , 104.00 , 104.00 , 105.00 , 104.10 , 104.20 , 104.50 , 104.18 
GOPIS-FRR,4-Dec-28, 109.47 , 108.50 , 109.00 , 109.00 , 107.00 , 108.50 , 108.85 , 109.25 , 108.85 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
