, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,5-Dec-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY  ,MATURITY,  AHL     , ALFA     ,  C&M     ,  CEL     , ICON     ,IONE      ,  PCPL    ,  VCPL    ,AVG. RATE
GOPIS-VRR,4-Dec-24, 100.00 , 100.00 , -   , -   , 100.70 , 100.15 , 100.00 , 100.20 , 100.18 
GOPIS-VRR,30-Apr-25, 100.50 , 101.00 , 100.25 , 100.35 , 100.00 , 100.25 , 101.00 , 100.50 , 100.48 
GOPIS-VRR,29-May-25, 100.90 , 101.00 , 100.90 , 101.00 , 101.00 , 101.00 , 101.00 , 100.90 , 100.97 
GOPIS-VRR,24-Jun-25, 101.10 , 101.00 , 101.20 , 101.20 , 101.00 , 100.80 , 101.10 , 101.00 , 101.07 
GOPIS-VRR,29-Jul-25, 102.32 , 102.50 , 102.15 , 102.40 , 102.50 , 103.25 , 102.55 , 102.45 , 102.45 
GOPIS-FRR,29-Jul-25, 97.89 , 97.75 , 97.50 , 97.50 , 98.00 , 97.91 , 97.90 , 98.00 , 97.83 
GOPIS-VRR,9-Dec-25, 101.20 , 101.00 , 101.00 , 101.00 , 100.90 , 101.00 , 101.00 , 101.00 , 101.00 
GOPIS-VRR,5-Jan-26, 100.95 , 101.00 , 101.00 , 101.00 , 99.80 , 101.00 , 100.85 , 100.95 , 100.96 
GOPIS-FRR,20-Jan-26, 96.86 , 95.00 , 95.00 , 95.50 , 96.00 , 95.00 , 95.60 , 95.25 , 95.39 
GOPIS-FRR,17-Apr-26, 107.87 , 107.50 , 107.00 , 107.00 , 108.00 , 107.00 , 107.60 , 107.75 , 107.45 
