GOPIS-VRR,6-Oct-26, 101.10 , 102.50 , 102.00 , 103.00 , 101.50 , 102.50 , -   , 101.75 , 102.05 
GOPIS-FRR,6-Oct-26, 95.57 , 95.00 , 95.00 , 94.50 , 95.00 , 95.00 , -   , 95.00 , 95.00 
GOPIS-VRR,29-Oct-26, 101.50 , 102.50 , 102.00 , 103.00 , 102.50 , 102.00 , -   , 101.75 , 102.15 
GOPIS-VRR,4-Dec-26, 102.69 , 102.50 , 102.50 , 102.60 , 102.50 , 102.75 , -   , 102.25 , 102.56 
GOPIS-FRR,4-Dec-26, 106.17 , 107.00 , 106.50 , 106.50 , 107.00 , 106.50 , -   , 106.50 , 106.60 
GOPIS-FRR,15-Dec-26, 98.25 , 99.00 , 98.75 , 99.50 , 98.00 , 98.25 , -   , 98.75 , 98.60 
GOPIS-VRR,27-Apr-27, 102.50 , 103.00 , 102.75 , 103.25 , 103.00 , 103.00 , -   , 102.75 , 102.90 
GOPIS-FRR,27-Apr-27, 99.97 , 102.00 , 99.50 , 99.75 , 98.00 , 99.50 , -   , 99.50 , 99.64 
GOPIS-VRR,26-Oct-27, 102.00 , 103.00 , 102.75 , 103.25 , 102.50 , 102.00 , -   , 102.50 , 102.55 
GOPIS-FRR,16-Nov-27, 98.99 , 99.00 , 99.00 , 99.75 , 98.50 , 99.00 , -   , 99.50 , 99.10 
GOPIS-VRR,26-Jun-28, 105.50 , 107.00 , 105.75 , 106.00 , 104.00 , 106.00 , -   , 106.25 , 105.90 
GOPIS-FRR,20-Sep-28, 110.66 , 110.00 , 110.00 , 110.00 , 108.00 , 110.00 , -   , 110.00 , 110.00 
GOPIS-VRR,4-Dec-28, 104.25 , 104.00 , 104.00 , 104.00 , 105.00 , 104.10 , -   , 104.50 , 104.17 
GOPIS-FRR,4-Dec-28, 109.61 , 108.50 , 109.00 , 109.00 , 107.00 , 108.00 , -   , 109.25 , 108.75 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
