, GOP IJARAH SUKUK REVALUATION                                                   ,,,,,,,,,
 ,4-Jul-24,PK99999            PKISRV,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
DSPLY_NAME,MATUR_DATE,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1,PRIMACT_1
SECURITY,MATURITY,AHL,ALFA,BCAP,BMA,C&M,CEL,CMKA,MCPK,AVG. RATE
,,,,,,,,,,
GOPIS-VRR,12-Jul-24, 100.20 , -   , 100.05 , 100.05 , 100.06 , 100.10 , 100.05 , 100.05 , 100.10 
GOPIS-FRR,12-Jul-24, 100.00 , -   , 100.05 , 100.05 , 100.05 , 100.05 , 100.05 , 100.05 , 100.04 
GOPIS-VRR,7-Aug-24, 100.10 , -   , 99.95 , 99.90 , 100.02 , 100.07 , 99.00 , 99.95 , 100.06 
GOPIS-FRR,7-Aug-24, 100.00 , -   , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 , 100.00 
GOPIS-VRR,20-Sep-24, 100.00 , -   , 100.00 , 100.00 , 100.00 , 99.65 , 100.00 , 100.00 , 100.06 
GOPIS-FRR,20-Sep-24, 100.00 , -   , 100.40 , 100.40 , 100.40 , 100.40 , 100.35 , 100.35 , 100.38 
GOPIS-VRR,9-Oct-24, 100.35 , -   , 100.04 , 101.20 , 100.25 , 100.30 , 100.00 , 100.25 , 100.30 
GOPIS-FRR,9-Oct-24, 100.70 , -   , 100.75 , 100.75 , 100.67 , 100.70 , 100.70 , 100.75 , 100.65 
GOPIS-VRR,4-Dec-24, 100.40 , -   , 99.90 , 100.00 , 100.30 , 100.30 , 99.90 , 99.90 , 100.34 
GOPIS-VRR,30-Apr-25, 98.95 , -   , 99.30 , 99.40 , 99.25 , 99.50 , 99.00 , 99.50 , 99.39 
GOPIS-VRR,29-May-25, 99.40 , -   , 99.50 , 99.50 , 99.80 , 99.60 , 99.50 , 99.40 , 99.69 
GOPIS-VRR,24-Jun-25, 99.25 , -   , 99.75 , 99.80 , 100.00 , 99.65 , 99.80 , 99.80 , 99.75 
GOPIS-VRR,29-Jul-25, 101.00 , -   , 99.95 , 99.90 , 99.89 , 99.90 , 99.90 , 99.90 , 99.97 
GOPIS-FRR,29-Jul-25, 83.02 , -   , 84.10 , 84.00 , 90.00 , 85.00 , 84.00 , 84.00 , 85.32 
GOPIS-VRR,9-Dec-25, 101.00 , -   , 100.90 , 100.90 , 100.85 , 100.75 , 100.90 , 100.90 , 100.85 
GOPIS-VRR,5-Jan-26, 99.00 , -   , 99.00 , 99.00 , 99.00 , 99.00 , 99.50 , 99.00 , 99.05 
GOPIS-FRR,20-Jan-26, 83.00 , -   , 84.00 , 84.00 , 84.00 , 84.25 , 84.00 , 84.00 , 84.05 
GOPIS-FRR,17-Apr-26, 98.50 , -   , 100.45 , 100.50 , 100.50 , 100.50 , 100.50 , 100.50 , 100.46 
GOPIS-FRR,26-Jun-26, 103.60 , -   , 103.00 , 103.00 , 103.50 , 103.00 , 103.00 , 103.00 , 103.39 
GOPIS-VRR,12-Jul-26, 100.00 , -   , 100.00 , 100.00 , 100.20 , 100.10 , 100.20 , 100.00 , 100.21 
GOPIS-VRR,6-Oct-26, 101.00 , -   , 100.80 , 100.75 , 100.60 , 100.50 , 100.20 , 100.90 , 100.53 
GOPIS-FRR,6-Oct-26, 83.00 , -   , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 84.00 , 83.90 
GOPIS-VRR,29-Oct-26, 101.20 , -   , 100.25 , 100.25 , 101.00 , 101.25 , 100.25 , 100.25 , 100.99 
GOPIS-VRR,4-Dec-26, 99.65 , -   , 99.65 , 99.60 , 99.75 , 99.70 , 99.60 , 99.60 , 99.73 
GOPIS-FRR,4-Dec-26, 100.40 , -   , 100.20 , 100.05 , 100.10 , 100.30 , 101.55 , 100.20 , 100.16 
GOPIS-FRR,15-Dec-26, 85.00 , -   , 87.00 , 87.00 , 90.00 , 87.00 , 87.00 , 87.00 , 87.30 
GOPIS-VRR,27-Apr-27, 101.50 , -   , 100.75 , 100.80 , 101.25 , 101.50 , 100.40 , 100.80 , 101.13 
GOPIS-FRR,27-Apr-27, 87.00 , -   , 88.50 , 89.00 , 90.00 , 89.00 , 88.50 , 89.00 , 88.85 
GOPIS-VRR,26-Oct-27, 100.25 , -   , 100.25 , 100.30 , 101.00 , 101.50 , 100.25 , 100.25 , 100.62 
GOPIS-FRR,16-Nov-27, 87.50 , -   , 89.00 , 89.00 , 89.00 , 89.00 , 89.00 , 89.00 , 88.60 
GOPIS-VRR,26-Jun-28, 103.55 , -   , 102.90 , 102.90 , 103.10 , 102.90 , 102.50 , 103.00 , 103.02 
GOPIS-FRR,20-Sep-28, 101.75 , -   , 101.75 , 101.75 , 101.75 , 100.40 , 101.70 , 101.70 , 101.68 
GOPIS-VRR,4-Dec-28, 100.40 , -   , 100.00 , 100.00 , 100.30 , 100.35 , -   , 100.00 , 100.33 
GOPIS-FRR,4-Dec-28, 101.50 , -   , 100.50 , 100.50 , 101.25 , 101.25 , -   , 100.50 , 101.30 
